timestamp,hour_of_day,day_of_week,month,grid_load_percentage,frequency_hz,voltage_kv,renewable_percentage,temperature_celsius
2025-03-22T17:00:00,17,5,3,63.07,50.027,222.7,21.35,27.1
2025-03-22T18:00:00,18,5,3,82.72,49.969,216.4,24.29,37.7
2025-03-22T19:00:00,19,5,3,73.49,50.057,219.7,16.68,24.2
2025-03-22T20:00:00,20,5,3,88.1,49.974,218.4,17.24,35.5
2025-03-22T21:00:00,21,5,3,79.37,49.949,211.5,31.35,23.4
2025-03-22T22:00:00,22,5,3,82.99,50.057,214.8,24.35,39.6
2025-03-22T23:00:00,23,5,3,40.82,49.7,217.2,15.15,25.8
2025-03-23T00:00:00,0,6,3,38.19,49.984,204.5,19.45,36.0
2025-03-23T01:00:00,1,6,3,44.68,49.972,216.4,27.21,32.6
2025-03-23T02:00:00,2,6,3,49.41,50.19,226.5,34.06,31.8
2025-03-23T03:00:00,3,6,3,41.01,50.032,212.7,30.11,36.6
2025-03-23T04:00:00,4,6,3,46.57,50.033,219.9,25.82,26.8
2025-03-23T05:00:00,5,6,3,46.83,50.103,228.5,18.57,33.9
2025-03-23T06:00:00,6,6,3,66.11,50.049,222.2,17.32,36.2
2025-03-23T07:00:00,7,6,3,63.44,49.971,220.4,30.41,30.2
2025-03-23T08:00:00,8,6,3,58.78,49.996,220.0,15.06,35.9
2025-03-23T09:00:00,9,6,3,74.51,50.07,224.2,27.05,25.9
2025-03-23T10:00:00,10,6,3,79.39,50.036,221.1,24.02,28.8
2025-03-23T11:00:00,11,6,3,84.86,50.022,222.6,29.19,27.2
2025-03-23T12:00:00,12,6,3,80.47,49.966,219.2,15.75,26.9
2025-03-23T13:00:00,13,6,3,69.87,49.99,221.2,32.3,36.3
2025-03-23T14:00:00,14,6,3,68.63,50.069,220.8,32.36,34.7
2025-03-23T15:00:00,15,6,3,70.1,50.083,219.6,31.01,32.8
2025-03-23T16:00:00,16,6,3,64.09,49.996,218.3,22.19,24.6
2025-03-23T17:00:00,17,6,3,74.97,50.127,220.8,20.79,38.4
2025-03-23T18:00:00,18,6,3,85.6,49.991,214.6,34.67,31.9
2025-03-23T19:00:00,19,6,3,90.88,49.973,227.7,17.39,39.3
2025-03-23T20:00:00,20,6,3,86.51,49.976,221.3,15.72,28.4
2025-03-23T21:00:00,21,6,3,79.16,49.86,220.6,30.4,28.6
2025-03-23T22:00:00,22,6,3,76.27,49.957,221.4,27.5,29.5
2025-03-23T23:00:00,23,6,3,48.18,49.962,215.0,29.36,29.7
2025-03-24T00:00:00,0,0,3,48.82,50.173,227.1,16.85,38.8
2025-03-24T01:00:00,1,0,3,53.01,50.002,229.4,32.15,34.6
2025-03-24T02:00:00,2,0,3,50.89,50.235,228.5,18.93,38.7
2025-03-24T03:00:00,3,0,3,37.26,50.004,220.1,20.84,26.3
2025-03-24T04:00:00,4,0,3,41.04,50.073,224.2,25.36,26.0
2025-03-24T05:00:00,5,0,3,42.11,50.162,216.5,18.17,39.2
2025-03-24T06:00:00,6,0,3,76.62,49.996,225.2,23.4,20.8
2025-03-24T07:00:00,7,0,3,74.49,50.062,220.0,25.7,23.3
2025-03-24T08:00:00,8,0,3,71.35,49.962,213.7,30.99,32.8
2025-03-24T09:00:00,9,0,3,92.66,50.02,220.3,24.41,36.8
2025-03-24T10:00:00,10,0,3,82.37,50.103,226.7,19.93,20.6
2025-03-24T11:00:00,11,0,3,81.23,50.085,213.5,34.07,27.9
2025-03-24T12:00:00,12,0,3,80.74,50.058,222.1,23.96,37.9
2025-03-24T13:00:00,13,0,3,71.49,49.907,217.2,28.04,29.4
2025-03-24T14:00:00,14,0,3,61.64,49.914,215.8,17.91,31.6
2025-03-24T15:00:00,15,0,3,76.53,50.009,218.4,32.35,25.2
2025-03-24T16:00:00,16,0,3,66.47,50.061,223.3,16.31,20.8
2025-03-24T17:00:00,17,0,3,64.16,49.949,219.8,24.93,33.0
2025-03-24T18:00:00,18,0,3,85.21,49.979,216.9,33.26,33.8
2025-03-24T19:00:00,19,0,3,80.08,49.796,221.7,30.38,31.8
2025-03-24T20:00:00,20,0,3,88.77,49.95,215.0,19.27,37.3
2025-03-24T21:00:00,21,0,3,80.72,50.051,229.1,27.76,37.1
2025-03-24T22:00:00,22,0,3,83.57,49.988,224.1,18.44,34.9
2025-03-24T23:00:00,23,0,3,43.72,50.003,220.3,15.21,33.2
2025-03-25T00:00:00,0,1,3,46.02,49.869,222.8,18.81,21.0
2025-03-25T01:00:00,1,1,3,44.09,49.841,225.7,30.0,39.9
2025-03-25T02:00:00,2,1,3,38.19,49.969,210.0,30.89,30.7
2025-03-25T03:00:00,3,1,3,47.17,49.975,222.6,33.06,37.3
2025-03-25T04:00:00,4,1,3,47.38,50.023,217.9,29.59,24.2
2025-03-25T05:00:00,5,1,3,39.08,49.929,216.7,24.12,21.6
2025-03-25T06:00:00,6,1,3,70.32,50.056,215.7,17.49,22.0
2025-03-25T07:00:00,7,1,3,68.8,49.761,221.0,21.95,29.2
2025-03-25T08:00:00,8,1,3,62.99,49.992,216.9,33.77,34.3
2025-03-25T09:00:00,9,1,3,83.88,49.992,214.1,22.07,39.7
2025-03-25T10:00:00,10,1,3,87.13,50.006,212.9,20.77,32.7
2025-03-25T11:00:00,11,1,3,79.8,50.11,230.7,18.78,25.3
2025-03-25T12:00:00,12,1,3,87.21,49.959,217.4,17.93,22.0
2025-03-25T13:00:00,13,1,3,71.43,49.937,218.5,24.28,20.4
2025-03-25T14:00:00,14,1,3,61.18,49.957,215.5,21.15,20.4
2025-03-25T15:00:00,15,1,3,63.68,50.15,231.0,28.02,23.2
2025-03-25T16:00:00,16,1,3,65.85,50.063,210.6,21.15,29.7
2025-03-25T17:00:00,17,1,3,65.4,50.028,212.1,20.01,39.5
2025-03-25T18:00:00,18,1,3,87.55,49.923,217.2,18.05,38.6
2025-03-25T19:00:00,19,1,3,83.48,49.969,221.4,16.02,23.1
2025-03-25T20:00:00,20,1,3,92.75,50.114,212.7,19.14,28.8
2025-03-25T21:00:00,21,1,3,79.64,50.015,227.1,30.62,22.3
2025-03-25T22:00:00,22,1,3,78.85,50.008,218.9,18.71,38.9
2025-03-25T23:00:00,23,1,3,42.32,49.938,225.1,31.33,35.4
2025-03-26T00:00:00,0,2,3,42.43,49.992,216.3,17.9,25.2
2025-03-26T01:00:00,1,2,3,40.86,49.961,228.3,28.26,38.6
2025-03-26T02:00:00,2,2,3,38.81,49.899,212.8,16.61,34.2
2025-03-26T03:00:00,3,2,3,50.36,50.008,222.9,21.24,20.2
2025-03-26T04:00:00,4,2,3,37.24,50.031,219.5,32.55,31.3
2025-03-26T05:00:00,5,2,3,42.1,50.224,223.6,25.71,26.1
2025-03-26T06:00:00,6,2,3,68.33,50.104,221.6,15.07,29.6
2025-03-26T07:00:00,7,2,3,69.62,50.006,232.5,33.05,38.8
2025-03-26T08:00:00,8,2,3,66.62,49.924,219.9,22.64,27.2
2025-03-26T09:00:00,9,2,3,75.0,49.908,235.6,24.31,22.3
2025-03-26T10:00:00,10,2,3,80.19,50.006,227.6,20.21,22.7
2025-03-26T11:00:00,11,2,3,90.79,50.063,223.4,33.92,28.9
2025-03-26T12:00:00,12,2,3,77.93,49.893,217.5,17.56,37.4
2025-03-26T13:00:00,13,2,3,63.33,50.063,209.8,16.33,25.6
2025-03-26T14:00:00,14,2,3,70.48,49.974,222.5,20.65,24.2
2025-03-26T15:00:00,15,2,3,65.93,49.98,217.0,16.06,21.3
2025-03-26T16:00:00,16,2,3,65.01,49.796,225.6,16.03,20.2
2025-03-26T17:00:00,17,2,3,69.79,49.947,226.5,22.38,24.8
2025-03-26T18:00:00,18,2,3,85.32,49.966,220.0,22.21,25.5
2025-03-26T19:00:00,19,2,3,80.04,50.048,221.6,18.9,21.5
2025-03-26T20:00:00,20,2,3,78.77,49.796,219.8,34.02,27.7
2025-03-26T21:00:00,21,2,3,80.35,50.175,217.3,19.18,22.7
2025-03-26T22:00:00,22,2,3,87.98,50.029,219.9,17.81,20.0
2025-03-26T23:00:00,23,2,3,45.77,49.837,220.8,25.35,36.8
2025-03-27T00:00:00,0,3,3,44.17,50.001,227.7,22.18,20.8
2025-03-27T01:00:00,1,3,3,53.3,49.92,224.6,22.0,30.7
2025-03-27T02:00:00,2,3,3,45.14,49.95,220.3,18.72,25.7
2025-03-27T03:00:00,3,3,3,36.75,49.989,218.1,17.73,31.2
2025-03-27T04:00:00,4,3,3,38.57,50.004,214.8,15.25,38.6
2025-03-27T05:00:00,5,3,3,39.91,50.01,227.5,21.9,28.2
2025-03-27T06:00:00,6,3,3,66.69,49.98,227.9,34.43,32.4
2025-03-27T07:00:00,7,3,3,70.71,49.959,214.0,21.33,20.4
2025-03-27T08:00:00,8,3,3,74.98,49.955,225.4,29.86,34.4
2025-03-27T09:00:00,9,3,3,82.2,49.946,219.3,32.65,32.8
2025-03-27T10:00:00,10,3,3,77.28,50.187,217.0,22.71,35.0
2025-03-27T11:00:00,11,3,3,80.14,50.062,215.3,18.58,35.3
2025-03-27T12:00:00,12,3,3,83.01,50.091,213.3,33.55,28.5
2025-03-27T13:00:00,13,3,3,72.69,49.828,219.9,18.88,24.5
2025-03-27T14:00:00,14,3,3,63.02,49.992,212.3,23.66,28.4
2025-03-27T15:00:00,15,3,3,61.36,49.918,213.1,33.05,20.7
2025-03-27T16:00:00,16,3,3,64.04,49.892,216.3,30.38,23.3
2025-03-27T17:00:00,17,3,3,67.2,49.899,223.8,28.64,39.4
2025-03-27T18:00:00,18,3,3,73.6,50.011,212.8,17.51,36.4
2025-03-27T19:00:00,19,3,3,76.1,50.146,216.0,20.41,27.1
2025-03-27T20:00:00,20,3,3,82.73,50.096,213.2,32.86,28.5
2025-03-27T21:00:00,21,3,3,78.32,49.963,223.5,34.57,30.1
2025-03-27T22:00:00,22,3,3,82.31,49.881,223.6,17.54,31.2
2025-03-27T23:00:00,23,3,3,45.33,49.799,221.9,23.17,26.1
2025-03-28T00:00:00,0,4,3,45.25,49.811,219.8,21.49,29.3
2025-03-28T01:00:00,1,4,3,40.1,49.966,224.8,29.12,29.3
2025-03-28T02:00:00,2,4,3,37.14,50.204,223.9,26.22,34.5
2025-03-28T03:00:00,3,4,3,51.59,49.851,220.9,15.15,27.7
2025-03-28T04:00:00,4,4,3,33.64,50.099,230.2,31.2,26.0
2025-03-28T05:00:00,5,4,3,45.73,50.082,221.4,18.05,33.8
2025-03-28T06:00:00,6,4,3,69.92,50.061,218.7,18.79,38.2
2025-03-28T07:00:00,7,4,3,66.16,49.998,220.8,32.92,22.7
2025-03-28T08:00:00,8,4,3,68.83,50.026,219.8,22.64,38.6
2025-03-28T09:00:00,9,4,3,85.51,49.987,218.3,23.87,21.7
2025-03-28T10:00:00,10,4,3,72.02,50.032,229.1,16.41,39.2
2025-03-28T11:00:00,11,4,3,80.57,50.124,220.4,21.37,26.3
2025-03-28T12:00:00,12,4,3,85.22,49.937,229.0,23.66,24.2
2025-03-28T13:00:00,13,4,3,67.26,49.823,208.9,16.56,24.8
2025-03-28T14:00:00,14,4,3,71.11,49.97,230.3,16.1,22.1
2025-03-28T15:00:00,15,4,3,69.42,50.122,221.1,16.06,39.7
2025-03-28T16:00:00,16,4,3,71.89,50.074,224.2,27.72,39.9
2025-03-28T17:00:00,17,4,3,66.95,50.119,213.1,23.49,33.0
2025-03-28T18:00:00,18,4,3,80.18,49.858,219.1,27.41,38.4
2025-03-28T19:00:00,19,4,3,85.43,50.193,219.1,29.96,30.9
2025-03-28T20:00:00,20,4,3,89.63,49.953,215.0,32.49,25.9
2025-03-28T21:00:00,21,4,3,84.36,49.851,219.8,24.85,22.6
2025-03-28T22:00:00,22,4,3,88.22,50.265,221.2,23.17,29.3
2025-03-28T23:00:00,23,4,3,50.13,50.112,221.7,15.83,38.5
2025-03-29T00:00:00,0,5,3,42.46,49.936,222.0,22.09,24.4
2025-03-29T01:00:00,1,5,3,33.38,50.041,222.3,23.39,38.7
2025-03-29T02:00:00,2,5,3,47.26,49.871,217.6,18.54,36.0
2025-03-29T03:00:00,3,5,3,38.77,50.058,221.9,16.55,28.6
2025-03-29T04:00:00,4,5,3,45.06,49.988,224.1,15.18,36.7
2025-03-29T05:00:00,5,5,3,34.8,50.006,217.8,29.81,27.9
2025-03-29T06:00:00,6,5,3,65.88,49.78,222.7,21.51,30.8
2025-03-29T07:00:00,7,5,3,73.93,49.996,215.5,23.57,35.2
2025-03-29T08:00:00,8,5,3,70.31,50.027,224.3,17.94,29.4
2025-03-29T09:00:00,9,5,3,91.06,50.162,217.6,20.49,37.4
2025-03-29T10:00:00,10,5,3,83.22,49.848,219.2,29.56,26.7
2025-03-29T11:00:00,11,5,3,85.97,50.154,220.4,31.29,36.8
2025-03-29T12:00:00,12,5,3,81.41,49.93,216.0,31.12,26.4
2025-03-29T13:00:00,13,5,3,62.66,49.952,222.7,27.02,39.2
2025-03-29T14:00:00,14,5,3,70.09,49.881,220.5,27.3,36.2
2025-03-29T15:00:00,15,5,3,65.69,50.08,219.2,22.41,21.8
2025-03-29T16:00:00,16,5,3,60.93,49.91,213.1,22.41,37.7
2025-03-29T17:00:00,17,5,3,67.43,49.888,222.8,16.06,24.3
2025-03-29T18:00:00,18,5,3,74.87,49.88,221.4,31.85,40.0
2025-03-29T19:00:00,19,5,3,89.25,49.98,210.8,29.11,30.2
2025-03-29T20:00:00,20,5,3,88.68,49.945,218.4,20.63,31.3
2025-03-29T21:00:00,21,5,3,86.46,50.008,226.7,16.2,25.9
2025-03-29T22:00:00,22,5,3,92.31,50.002,223.7,16.9,32.3
2025-03-29T23:00:00,23,5,3,47.65,49.823,216.5,31.55,27.2
2025-03-30T00:00:00,0,6,3,46.5,49.908,217.9,23.89,22.8
2025-03-30T01:00:00,1,6,3,39.99,50.091,213.2,26.15,36.9
2025-03-30T02:00:00,2,6,3,44.39,49.974,220.5,15.83,31.6
2025-03-30T03:00:00,3,6,3,43.33,50.064,209.4,29.67,36.4
2025-03-30T04:00:00,4,6,3,46.22,50.042,221.4,18.48,36.7
2025-03-30T05:00:00,5,6,3,47.43,49.936,219.7,27.52,34.5
2025-03-30T06:00:00,6,6,3,71.11,49.69,211.9,22.48,36.1
2025-03-30T07:00:00,7,6,3,70.3,50.006,217.7,15.64,24.0
2025-03-30T08:00:00,8,6,3,62.87,49.953,220.7,24.97,20.1
2025-03-30T09:00:00,9,6,3,92.26,50.146,223.1,31.07,35.6
2025-03-30T10:00:00,10,6,3,81.37,50.007,222.2,17.01,24.3
2025-03-30T11:00:00,11,6,3,81.51,49.878,227.0,17.7,25.3
2025-03-30T12:00:00,12,6,3,85.43,50.158,216.9,25.23,29.6
2025-03-30T13:00:00,13,6,3,68.5,49.937,205.7,16.49,38.7
2025-03-30T14:00:00,14,6,3,73.86,49.868,213.0,29.5,28.4
2025-03-30T15:00:00,15,6,3,62.96,49.853,223.8,20.31,24.0
2025-03-30T16:00:00,16,6,3,66.75,49.983,221.5,24.93,32.7
2025-03-30T17:00:00,17,6,3,59.82,49.872,227.1,17.67,23.5
2025-03-30T18:00:00,18,6,3,87.94,49.8,223.2,21.1,22.2
2025-03-30T19:00:00,19,6,3,84.51,49.926,220.3,18.31,31.1
2025-03-30T20:00:00,20,6,3,79.44,49.797,213.9,25.37,27.6
2025-03-30T21:00:00,21,6,3,79.2,50.068,231.4,15.68,21.5
2025-03-30T22:00:00,22,6,3,85.5,49.911,219.8,17.99,32.2
2025-03-30T23:00:00,23,6,3,45.69,50.135,223.3,29.2,33.8
2025-03-31T00:00:00,0,0,3,47.73,50.057,222.3,30.16,21.6
2025-03-31T01:00:00,1,0,3,44.51,49.911,224.3,18.68,24.1
2025-03-31T02:00:00,2,0,3,43.85,50.011,220.5,21.97,34.8
2025-03-31T03:00:00,3,0,3,47.56,49.973,218.9,31.53,21.1
2025-03-31T04:00:00,4,0,3,43.6,50.017,215.1,16.71,33.1
2025-03-31T05:00:00,5,0,3,46.93,50.046,217.8,16.34,30.5
2025-03-31T06:00:00,6,0,3,72.42,49.986,221.5,30.11,34.1
2025-03-31T07:00:00,7,0,3,71.34,50.08,221.1,16.82,32.2
2025-03-31T08:00:00,8,0,3,72.43,49.844,223.7,28.51,39.8
2025-03-31T09:00:00,9,0,3,79.83,50.145,222.3,16.49,20.9
2025-03-31T10:00:00,10,0,3,84.9,50.004,226.2,31.05,35.6
2025-03-31T11:00:00,11,0,3,79.54,50.005,219.6,16.63,39.7
2025-03-31T12:00:00,12,0,3,90.93,49.903,211.9,27.22,20.3
2025-03-31T13:00:00,13,0,3,68.18,49.943,220.0,26.36,29.1
2025-03-31T14:00:00,14,0,3,63.26,50.052,219.5,30.36,20.8
2025-03-31T15:00:00,15,0,3,68.68,49.939,224.0,20.0,21.8
2025-03-31T16:00:00,16,0,3,63.49,50.143,218.7,33.44,20.7
2025-03-31T17:00:00,17,0,3,65.61,50.001,230.4,26.95,27.8
2025-03-31T18:00:00,18,0,3,91.73,49.989,208.3,20.52,29.0
2025-03-31T19:00:00,19,0,3,82.07,49.81,225.7,33.02,39.9
2025-03-31T20:00:00,20,0,3,86.49,49.884,221.0,22.87,24.9
2025-03-31T21:00:00,21,0,3,76.51,49.917,218.3,16.59,29.0
2025-03-31T22:00:00,22,0,3,86.48,50.097,212.4,24.37,20.4
2025-03-31T23:00:00,23,0,3,52.73,49.984,221.9,33.29,34.3
2025-04-01T00:00:00,0,1,4,36.09,50.201,225.5,34.4,36.1
2025-04-01T01:00:00,1,1,4,37.95,49.96,207.9,24.37,25.2
2025-04-01T02:00:00,2,1,4,47.33,50.084,213.2,19.78,32.8
2025-04-01T03:00:00,3,1,4,54.91,50.019,217.9,22.55,24.1
2025-04-01T04:00:00,4,1,4,44.83,49.839,218.7,28.11,36.5
2025-04-01T05:00:00,5,1,4,47.28,49.953,219.9,30.92,37.6
2025-04-01T06:00:00,6,1,4,69.67,49.99,217.4,18.38,28.1
2025-04-01T07:00:00,7,1,4,69.98,50.073,221.2,31.6,21.1
2025-04-01T08:00:00,8,1,4,66.81,49.98,220.4,25.33,20.3
2025-04-01T09:00:00,9,1,4,88.6,50.142,203.4,28.0,22.9
2025-04-01T10:00:00,10,1,4,89.55,49.891,215.4,30.5,39.4
2025-04-01T11:00:00,11,1,4,85.18,49.834,219.1,17.14,24.1
2025-04-01T12:00:00,12,1,4,80.19,49.942,211.2,32.56,25.5
2025-04-01T13:00:00,13,1,4,63.67,50.023,223.4,30.87,31.4
2025-04-01T14:00:00,14,1,4,66.17,50.046,221.3,18.61,25.1
2025-04-01T15:00:00,15,1,4,70.2,49.959,213.2,24.77,23.2
2025-04-01T16:00:00,16,1,4,69.8,49.988,212.6,28.3,29.0
2025-04-01T17:00:00,17,1,4,62.55,49.902,223.4,33.7,39.8
2025-04-01T18:00:00,18,1,4,82.59,49.878,219.8,30.75,38.1
2025-04-01T19:00:00,19,1,4,81.16,49.804,222.5,26.5,22.3
2025-04-01T20:00:00,20,1,4,85.39,50.126,219.8,28.07,26.8
2025-04-01T21:00:00,21,1,4,86.21,50.044,217.0,28.45,35.6
2025-04-01T22:00:00,22,1,4,83.5,49.811,220.6,25.92,34.1
2025-04-01T23:00:00,23,1,4,43.63,49.885,224.6,24.22,22.1
2025-04-02T00:00:00,0,2,4,44.59,49.915,210.6,16.23,33.2
2025-04-02T01:00:00,1,2,4,47.9,49.882,225.8,15.02,32.7
2025-04-02T02:00:00,2,2,4,40.84,49.911,216.5,27.91,29.7
2025-04-02T03:00:00,3,2,4,45.98,50.114,211.8,32.47,30.9
2025-04-02T04:00:00,4,2,4,45.99,49.882,223.5,26.87,20.7
2025-04-02T05:00:00,5,2,4,44.64,50.009,214.8,30.9,21.9
2025-04-02T06:00:00,6,2,4,62.08,50.219,216.6,32.59,35.3
2025-04-02T07:00:00,7,2,4,68.88,49.967,220.2,18.55,35.8
2025-04-02T08:00:00,8,2,4,65.52,49.937,230.3,27.21,22.0
2025-04-02T09:00:00,9,2,4,87.79,49.997,224.0,17.06,23.0
2025-04-02T10:00:00,10,2,4,94.66,49.951,217.5,17.84,25.7
2025-04-02T11:00:00,11,2,4,85.1,50.113,214.6,29.42,29.0
2025-04-02T12:00:00,12,2,4,79.29,49.957,220.5,21.96,29.5
2025-04-02T13:00:00,13,2,4,67.43,50.029,223.5,30.58,23.6
2025-04-02T14:00:00,14,2,4,68.41,50.152,208.5,34.54,22.7
2025-04-02T15:00:00,15,2,4,68.83,50.147,222.9,33.82,36.7
2025-04-02T16:00:00,16,2,4,64.96,49.911,215.4,23.84,33.8
2025-04-02T17:00:00,17,2,4,75.06,50.11,223.1,16.17,31.4
2025-04-02T18:00:00,18,2,4,83.65,50.084,216.6,19.85,23.2
2025-04-02T19:00:00,19,2,4,89.17,50.006,213.0,32.51,27.4
2025-04-02T20:00:00,20,2,4,80.76,50.082,215.9,31.7,38.1
2025-04-02T21:00:00,21,2,4,92.84,50.368,212.4,29.09,24.9
2025-04-02T22:00:00,22,2,4,85.27,49.919,216.2,17.8,24.3
2025-04-02T23:00:00,23,2,4,43.18,49.925,210.4,34.13,29.7
2025-04-03T00:00:00,0,3,4,45.48,50.085,221.3,15.33,31.3
2025-04-03T01:00:00,1,3,4,43.74,49.924,210.3,30.95,20.1
2025-04-03T02:00:00,2,3,4,47.38,49.952,211.7,24.96,28.1
2025-04-03T03:00:00,3,3,4,46.56,50.075,223.9,24.26,25.5
2025-04-03T04:00:00,4,3,4,44.92,49.97,228.5,32.36,29.3
2025-04-03T05:00:00,5,3,4,52.44,49.935,221.9,30.28,28.9
2025-04-03T06:00:00,6,3,4,74.37,50.051,224.0,17.46,22.2
2025-04-03T07:00:00,7,3,4,64.03,49.932,218.0,24.06,37.4
2025-04-03T08:00:00,8,3,4,68.98,49.936,219.0,27.69,37.1
2025-04-03T09:00:00,9,3,4,77.81,50.006,218.1,28.8,22.7
2025-04-03T10:00:00,10,3,4,79.44,49.924,220.9,25.23,28.5
2025-04-03T11:00:00,11,3,4,83.0,49.974,213.1,33.02,27.1
2025-04-03T12:00:00,12,3,4,88.92,50.002,219.2,21.65,39.5
2025-04-03T13:00:00,13,3,4,70.33,50.018,223.0,30.61,33.1
2025-04-03T14:00:00,14,3,4,79.36,50.268,219.8,29.43,38.8
2025-04-03T15:00:00,15,3,4,67.69,49.999,218.3,29.0,33.3
2025-04-03T16:00:00,16,3,4,73.18,50.047,218.6,34.97,20.2
2025-04-03T17:00:00,17,3,4,73.63,50.038,224.0,17.76,36.6
2025-04-03T18:00:00,18,3,4,85.97,50.144,215.5,24.16,20.8
2025-04-03T19:00:00,19,3,4,86.63,49.862,231.1,16.71,28.2
2025-04-03T20:00:00,20,3,4,93.16,49.957,220.7,25.26,25.5
2025-04-03T21:00:00,21,3,4,82.23,50.041,228.0,25.41,39.0
2025-04-03T22:00:00,22,3,4,82.36,50.057,227.9,26.0,28.6
2025-04-03T23:00:00,23,3,4,39.54,49.894,211.8,16.37,29.4
2025-04-04T00:00:00,0,4,4,36.4,50.018,220.2,26.64,37.9
2025-04-04T01:00:00,1,4,4,47.76,50.082,213.1,23.98,27.4
2025-04-04T02:00:00,2,4,4,43.74,49.993,221.6,33.65,36.9
2025-04-04T03:00:00,3,4,4,51.17,50.04,220.7,30.37,26.3
2025-04-04T04:00:00,4,4,4,46.64,49.925,213.6,31.11,32.6
2025-04-04T05:00:00,5,4,4,49.89,49.903,207.9,19.95,30.8
2025-04-04T06:00:00,6,4,4,73.47,50.0,227.7,27.28,24.5
2025-04-04T07:00:00,7,4,4,70.26,50.009,219.0,31.05,37.5
2025-04-04T08:00:00,8,4,4,66.73,50.183,228.1,18.56,29.1
2025-04-04T09:00:00,9,4,4,84.77,50.062,213.5,33.4,27.3
2025-04-04T10:00:00,10,4,4,95.0,50.001,224.9,19.25,23.8
2025-04-04T11:00:00,11,4,4,79.41,49.99,212.8,20.0,28.7
2025-04-04T12:00:00,12,4,4,90.53,49.959,216.5,34.05,24.9
2025-04-04T13:00:00,13,4,4,64.92,49.959,221.7,26.73,21.8
2025-04-04T14:00:00,14,4,4,72.66,49.989,214.1,31.18,33.1
2025-04-04T15:00:00,15,4,4,72.88,50.031,215.6,33.27,35.6
2025-04-04T16:00:00,16,4,4,62.55,49.806,223.0,31.23,25.3
2025-04-04T17:00:00,17,4,4,68.79,50.115,215.7,23.48,32.2
2025-04-04T18:00:00,18,4,4,86.57,49.967,226.3,29.3,28.6
2025-04-04T19:00:00,19,4,4,86.1,49.959,220.8,23.72,28.7
2025-04-04T20:00:00,20,4,4,80.13,49.98,228.0,21.46,36.4
2025-04-04T21:00:00,21,4,4,84.6,50.16,223.1,32.95,29.6
2025-04-04T22:00:00,22,4,4,84.58,50.008,222.9,33.07,21.6
2025-04-04T23:00:00,23,4,4,47.4,49.86,220.1,26.36,37.8
2025-04-05T00:00:00,0,5,4,46.34,50.086,223.2,27.66,27.6
2025-04-05T01:00:00,1,5,4,40.08,49.964,217.4,31.26,29.5
2025-04-05T02:00:00,2,5,4,44.76,49.991,217.1,17.37,20.2
2025-04-05T03:00:00,3,5,4,39.79,49.816,220.2,22.2,23.4
2025-04-05T04:00:00,4,5,4,42.58,50.045,205.8,33.39,39.8
2025-04-05T05:00:00,5,5,4,53.01,50.026,222.2,23.61,22.6
2025-04-05T06:00:00,6,5,4,71.98,50.068,223.2,19.28,28.2
2025-04-05T07:00:00,7,5,4,71.39,49.975,229.5,22.46,27.8
2025-04-05T08:00:00,8,5,4,79.89,50.005,212.2,30.06,29.1
2025-04-05T09:00:00,9,5,4,85.32,50.145,221.9,22.68,38.6
2025-04-05T10:00:00,10,5,4,94.46,50.009,216.5,20.16,38.5
2025-04-05T11:00:00,11,5,4,91.54,49.931,218.4,24.92,36.5
2025-04-05T12:00:00,12,5,4,84.74,49.818,219.0,17.75,35.9
2025-04-05T13:00:00,13,5,4,69.72,50.042,223.4,28.7,28.6
2025-04-05T14:00:00,14,5,4,65.4,49.827,222.9,19.14,39.5
2025-04-05T15:00:00,15,5,4,70.66,50.058,217.8,28.2,34.9
2025-04-05T16:00:00,16,5,4,85.59,49.96,218.5,27.25,22.4
2025-04-05T17:00:00,17,5,4,66.26,49.88,213.4,31.26,30.8
2025-04-05T18:00:00,18,5,4,76.32,50.043,217.5,31.34,26.3
2025-04-05T19:00:00,19,5,4,75.56,50.071,210.9,31.8,30.1
2025-04-05T20:00:00,20,5,4,92.68,49.984,218.4,19.47,35.7
2025-04-05T21:00:00,21,5,4,87.64,50.008,218.8,20.2,36.9
2025-04-05T22:00:00,22,5,4,79.58,49.802,221.8,24.41,20.2
2025-04-05T23:00:00,23,5,4,39.98,49.938,221.9,25.52,30.8
2025-04-06T00:00:00,0,6,4,39.96,49.925,215.6,33.69,33.4
2025-04-06T01:00:00,1,6,4,36.91,50.019,221.0,23.76,28.7
2025-04-06T02:00:00,2,6,4,48.19,49.99,224.5,17.2,25.2
2025-04-06T03:00:00,3,6,4,40.13,50.16,228.0,26.07,22.5
2025-04-06T04:00:00,4,6,4,49.1,50.099,216.1,19.42,38.2
2025-04-06T05:00:00,5,6,4,46.92,49.739,217.2,32.45,25.9
2025-04-06T06:00:00,6,6,4,68.87,50.126,212.5,33.33,22.1
2025-04-06T07:00:00,7,6,4,76.73,49.936,216.9,20.21,29.1
2025-04-06T08:00:00,8,6,4,70.46,50.284,215.0,17.35,37.8
2025-04-06T09:00:00,9,6,4,82.57,50.059,219.6,21.51,32.3
2025-04-06T10:00:00,10,6,4,79.01,50.024,202.9,25.13,26.0
2025-04-06T11:00:00,11,6,4,78.07,49.949,212.6,33.46,31.4
2025-04-06T12:00:00,12,6,4,78.03,49.986,221.1,34.77,23.4
2025-04-06T13:00:00,13,6,4,72.87,49.84,214.8,21.64,20.7
