date,time_slot,price_per_kwh,demand_charge,total_cost_per_kwh,time_of_use_category
2025-03-16,00:00-06:00,8.14,2.44,10.58,off-peak
2025-03-16,06:00-09:00,10.62,3.19,13.81,off-peak
2025-03-16,09:00-12:00,12.22,3.67,15.89,peak
2025-03-16,12:00-18:00,9.94,2.98,12.92,off-peak
2025-03-16,18:00-22:00,14.27,4.28,18.55,peak
2025-03-16,22:00-24:00,8.2,2.46,10.66,off-peak
2025-03-17,00:00-06:00,8.1,2.43,10.53,off-peak
2025-03-17,06:00-09:00,10.44,3.13,13.57,off-peak
2025-03-17,09:00-12:00,12.39,3.72,16.11,peak
2025-03-17,12:00-18:00,9.83,2.95,12.78,off-peak
2025-03-17,18:00-22:00,14.04,4.21,18.26,peak
2025-03-17,22:00-24:00,8.25,2.48,10.73,off-peak
2025-03-18,00:00-06:00,8.14,2.44,10.58,off-peak
2025-03-18,06:00-09:00,10.11,3.03,13.15,off-peak
2025-03-18,09:00-12:00,12.86,3.86,16.72,peak
2025-03-18,12:00-18:00,10.26,3.08,13.34,off-peak
2025-03-18,18:00-22:00,13.92,4.17,18.09,peak
2025-03-18,22:00-24:00,8.18,2.45,10.63,off-peak
2025-03-19,00:00-06:00,7.9,2.37,10.26,off-peak
2025-03-19,06:00-09:00,10.67,3.2,13.88,off-peak
2025-03-19,09:00-12:00,12.37,3.71,16.08,peak
2025-03-19,12:00-18:00,9.58,2.87,12.46,off-peak
2025-03-19,18:00-22:00,13.61,4.08,17.69,peak
2025-03-19,22:00-24:00,8.7,2.61,11.31,off-peak
2025-03-20,00:00-06:00,8.36,2.51,10.86,off-peak
2025-03-20,06:00-09:00,10.83,3.25,14.08,off-peak
2025-03-20,09:00-12:00,12.74,3.82,16.57,peak
2025-03-20,12:00-18:00,10.26,3.08,13.34,off-peak
2025-03-20,18:00-22:00,14.48,4.34,18.82,peak
2025-03-20,22:00-24:00,8.16,2.45,10.6,off-peak
2025-03-21,00:00-06:00,8.05,2.41,10.46,off-peak
2025-03-21,06:00-09:00,10.26,3.08,13.34,off-peak
2025-03-21,09:00-12:00,12.23,3.67,15.9,peak
2025-03-21,12:00-18:00,9.91,2.97,12.88,off-peak
2025-03-21,18:00-22:00,13.84,4.15,17.99,peak
2025-03-21,22:00-24:00,8.65,2.6,11.25,off-peak
2025-03-22,00:00-06:00,7.91,2.37,10.29,off-peak
2025-03-22,06:00-09:00,10.29,3.09,13.37,off-peak
2025-03-22,09:00-12:00,12.08,3.63,15.71,peak
2025-03-22,12:00-18:00,9.79,2.94,12.73,off-peak
2025-03-22,18:00-22:00,13.98,4.2,18.18,peak
2025-03-22,22:00-24:00,8.61,2.58,11.19,off-peak
2025-03-23,00:00-06:00,8.14,2.44,10.58,off-peak
2025-03-23,06:00-09:00,10.21,3.06,13.27,off-peak
2025-03-23,09:00-12:00,12.41,3.72,16.13,peak
2025-03-23,12:00-18:00,9.9,2.97,12.87,off-peak
2025-03-23,18:00-22:00,13.51,4.05,17.57,peak
2025-03-23,22:00-24:00,8.88,2.67,11.55,off-peak
2025-03-24,00:00-06:00,8.17,2.45,10.63,off-peak
2025-03-24,06:00-09:00,10.66,3.2,13.86,off-peak
2025-03-24,09:00-12:00,12.58,3.77,16.35,peak
2025-03-24,12:00-18:00,9.96,2.99,12.95,off-peak
2025-03-24,18:00-22:00,13.72,4.12,17.84,peak
2025-03-24,22:00-24:00,8.39,2.52,10.91,off-peak
2025-03-25,00:00-06:00,7.68,2.3,9.98,off-peak
2025-03-25,06:00-09:00,10.82,3.24,14.06,off-peak
2025-03-25,09:00-12:00,12.21,3.66,15.87,peak
2025-03-25,12:00-18:00,9.78,2.93,12.71,off-peak
2025-03-25,18:00-22:00,13.51,4.05,17.57,peak
2025-03-25,22:00-24:00,8.37,2.51,10.89,off-peak
2025-03-26,00:00-06:00,8.21,2.46,10.67,off-peak
2025-03-26,06:00-09:00,10.18,3.05,13.23,off-peak
2025-03-26,09:00-12:00,12.51,3.75,16.26,peak
2025-03-26,12:00-18:00,10.44,3.13,13.57,off-peak
2025-03-26,18:00-22:00,13.94,4.18,18.12,peak
2025-03-26,22:00-24:00,8.79,2.64,11.43,off-peak
2025-03-27,00:00-06:00,8.3,2.49,10.79,off-peak
2025-03-27,06:00-09:00,10.65,3.2,13.85,off-peak
2025-03-27,09:00-12:00,12.37,3.71,16.08,peak
2025-03-27,12:00-18:00,10.26,3.08,13.34,off-peak
2025-03-27,18:00-22:00,14.44,4.33,18.77,peak
2025-03-27,22:00-24:00,8.27,2.48,10.75,off-peak
2025-03-28,00:00-06:00,8.0,2.4,10.4,off-peak
2025-03-28,06:00-09:00,10.6,3.18,13.78,off-peak
2025-03-28,09:00-12:00,12.59,3.78,16.37,peak
2025-03-28,12:00-18:00,9.92,2.98,12.89,off-peak
2025-03-28,18:00-22:00,14.04,4.21,18.26,peak
2025-03-28,22:00-24:00,8.06,2.42,10.47,off-peak
2025-03-29,00:00-06:00,7.56,2.27,9.83,off-peak
2025-03-29,06:00-09:00,10.93,3.28,14.21,off-peak
2025-03-29,09:00-12:00,12.55,3.77,16.32,peak
2025-03-29,12:00-18:00,9.7,2.91,12.6,off-peak
2025-03-29,18:00-22:00,13.76,4.13,17.89,peak
2025-03-29,22:00-24:00,8.7,2.61,11.32,off-peak
2025-03-30,00:00-06:00,8.19,2.46,10.65,off-peak
2025-03-30,06:00-09:00,10.66,3.2,13.86,off-peak
2025-03-30,09:00-12:00,12.25,3.67,15.92,peak
2025-03-30,12:00-18:00,10.33,3.1,13.43,off-peak
2025-03-30,18:00-22:00,13.56,4.07,17.63,peak
2025-03-30,22:00-24:00,8.42,2.53,10.95,off-peak
2025-03-31,00:00-06:00,8.26,2.48,10.74,off-peak
2025-03-31,06:00-09:00,10.24,3.07,13.31,off-peak
2025-03-31,09:00-12:00,12.24,3.67,15.91,peak
2025-03-31,12:00-18:00,9.5,2.85,12.35,off-peak
2025-03-31,18:00-22:00,13.99,4.2,18.19,peak
2025-03-31,22:00-24:00,8.92,2.68,11.59,off-peak
2025-04-01,00:00-06:00,8.01,2.4,10.42,off-peak
2025-04-01,06:00-09:00,10.93,3.28,14.21,off-peak
2025-04-01,09:00-12:00,12.22,3.66,15.88,peak
2025-04-01,12:00-18:00,9.89,2.97,12.86,off-peak
2025-04-01,18:00-22:00,14.49,4.35,18.84,peak
2025-04-01,22:00-24:00,8.8,2.64,11.44,off-peak
2025-04-02,00:00-06:00,8.08,2.42,10.5,off-peak
2025-04-02,06:00-09:00,10.09,3.03,13.11,off-peak
2025-04-02,09:00-12:00,12.13,3.64,15.77,peak
2025-04-02,12:00-18:00,9.94,2.98,12.92,off-peak
2025-04-02,18:00-22:00,14.31,4.29,18.61,peak
2025-04-02,22:00-24:00,8.74,2.62,11.36,off-peak
2025-04-03,00:00-06:00,8.35,2.51,10.86,off-peak
2025-04-03,06:00-09:00,10.41,3.12,13.53,off-peak
2025-04-03,09:00-12:00,12.58,3.77,16.35,peak
2025-04-03,12:00-18:00,9.81,2.94,12.75,off-peak
2025-04-03,18:00-22:00,14.04,4.21,18.25,peak
2025-04-03,22:00-24:00,8.62,2.58,11.2,off-peak
2025-04-04,00:00-06:00,8.02,2.4,10.42,off-peak
2025-04-04,06:00-09:00,10.2,3.06,13.26,off-peak
2025-04-04,09:00-12:00,12.34,3.7,16.04,peak
2025-04-04,12:00-18:00,10.13,3.04,13.17,off-peak
2025-04-04,18:00-22:00,14.07,4.22,18.3,peak
2025-04-04,22:00-24:00,8.45,2.53,10.98,off-peak
2025-04-05,00:00-06:00,7.56,2.27,9.83,off-peak
2025-04-05,06:00-09:00,10.45,3.14,13.59,off-peak
2025-04-05,09:00-12:00,12.57,3.77,16.34,peak
2025-04-05,12:00-18:00,9.72,2.92,12.63,off-peak
2025-04-05,18:00-22:00,13.51,4.05,17.57,peak
2025-04-05,22:00-24:00,8.51,2.55,11.07,off-peak
2025-04-06,00:00-06:00,7.88,2.36,10.24,off-peak
2025-04-06,06:00-09:00,10.69,3.21,13.9,off-peak
2025-04-06,09:00-12:00,12.13,3.64,15.76,peak
2025-04-06,12:00-18:00,10.04,3.01,13.05,off-peak
2025-04-06,18:00-22:00,14.4,4.32,18.72,peak
2025-04-06,22:00-24:00,8.93,2.68,11.6,off-peak
2025-04-07,00:00-06:00,8.38,2.51,10.89,off-peak
2025-04-07,06:00-09:00,10.8,3.24,14.04,off-peak
2025-04-07,09:00-12:00,12.94,3.88,16.82,peak
2025-04-07,12:00-18:00,10.47,3.14,13.61,off-peak
2025-04-07,18:00-22:00,13.78,4.14,17.92,peak
2025-04-07,22:00-24:00,8.49,2.55,11.03,off-peak
2025-04-08,00:00-06:00,8.21,2.46,10.67,off-peak
2025-04-08,06:00-09:00,10.51,3.15,13.66,off-peak
2025-04-08,09:00-12:00,12.91,3.87,16.78,peak
2025-04-08,12:00-18:00,10.47,3.14,13.62,off-peak
2025-04-08,18:00-22:00,14.0,4.2,18.2,peak
2025-04-08,22:00-24:00,8.33,2.5,10.83,off-peak
2025-04-09,00:00-06:00,7.91,2.37,10.28,off-peak
2025-04-09,06:00-09:00,10.68,3.2,13.88,off-peak
2025-04-09,09:00-12:00,12.73,3.82,16.54,peak
2025-04-09,12:00-18:00,9.88,2.96,12.84,off-peak
2025-04-09,18:00-22:00,14.35,4.3,18.65,peak
2025-04-09,22:00-24:00,8.13,2.44,10.56,off-peak
2025-04-10,00:00-06:00,7.52,2.26,9.78,off-peak
2025-04-10,06:00-09:00,10.98,3.29,14.27,off-peak
2025-04-10,09:00-12:00,12.92,3.88,16.8,peak
2025-04-10,12:00-18:00,9.81,2.94,12.75,off-peak
2025-04-10,18:00-22:00,14.46,4.34,18.79,peak
2025-04-10,22:00-24:00,8.31,2.49,10.81,off-peak
2025-04-11,00:00-06:00,7.97,2.39,10.36,off-peak
2025-04-11,06:00-09:00,10.53,3.16,13.69,off-peak
2025-04-11,09:00-12:00,12.64,3.79,16.43,peak
2025-04-11,12:00-18:00,10.03,3.01,13.03,off-peak
2025-04-11,18:00-22:00,14.41,4.32,18.73,peak
2025-04-11,22:00-24:00,8.56,2.57,11.13,off-peak
2025-04-12,00:00-06:00,7.53,2.26,9.79,off-peak
2025-04-12,06:00-09:00,10.18,3.05,13.23,off-peak
2025-04-12,09:00-12:00,12.96,3.89,16.85,peak
2025-04-12,12:00-18:00,9.54,2.86,12.41,off-peak
2025-04-12,18:00-22:00,14.26,4.28,18.53,peak
2025-04-12,22:00-24:00,8.98,2.69,11.67,off-peak
2025-04-13,00:00-06:00,7.53,2.26,9.79,off-peak
2025-04-13,06:00-09:00,10.86,3.26,14.12,off-peak
2025-04-13,09:00-12:00,12.7,3.81,16.52,peak
2025-04-13,12:00-18:00,9.53,2.86,12.39,off-peak
2025-04-13,18:00-22:00,14.1,4.23,18.33,peak
2025-04-13,22:00-24:00,8.92,2.67,11.59,off-peak
2025-04-14,00:00-06:00,7.95,2.38,10.33,off-peak
2025-04-14,06:00-09:00,10.74,3.22,13.97,off-peak
2025-04-14,09:00-12:00,12.33,3.7,16.02,peak
2025-04-14,12:00-18:00,9.89,2.97,12.86,off-peak
2025-04-14,18:00-22:00,14.19,4.26,18.45,peak
2025-04-14,22:00-24:00,8.03,2.41,10.44,off-peak
2025-04-15,00:00-06:00,8.23,2.47,10.7,off-peak
2025-04-15,06:00-09:00,10.26,3.08,13.34,off-peak
2025-04-15,09:00-12:00,12.85,3.85,16.7,peak
2025-04-15,12:00-18:00,10.06,3.02,13.08,off-peak
2025-04-15,18:00-22:00,13.79,4.14,17.92,peak
2025-04-15,22:00-24:00,8.68,2.6,11.29,off-peak
2025-04-16,00:00-06:00,8.41,2.52,10.94,off-peak
2025-04-16,06:00-09:00,10.52,3.16,13.67,off-peak
2025-04-16,09:00-12:00,12.86,3.86,16.72,peak
2025-04-16,12:00-18:00,10.44,3.13,13.57,off-peak
2025-04-16,18:00-22:00,13.88,4.16,18.04,peak
2025-04-16,22:00-24:00,8.83,2.65,11.48,off-peak
2025-04-17,00:00-06:00,8.28,2.48,10.76,off-peak
2025-04-17,06:00-09:00,10.56,3.17,13.72,off-peak
2025-04-17,09:00-12:00,12.06,3.62,15.67,peak
2025-04-17,12:00-18:00,10.3,3.09,13.39,off-peak
2025-04-17,18:00-22:00,13.55,4.07,17.62,peak
2025-04-17,22:00-24:00,8.97,2.69,11.66,off-peak
2025-04-18,00:00-06:00,7.96,2.39,10.34,off-peak
2025-04-18,06:00-09:00,10.03,3.01,13.03,off-peak
2025-04-18,09:00-12:00,12.23,3.67,15.9,peak
2025-04-18,12:00-18:00,9.73,2.92,12.65,off-peak
2025-04-18,18:00-22:00,14.36,4.31,18.67,peak
2025-04-18,22:00-24:00,8.07,2.42,10.5,off-peak
2025-04-19,00:00-06:00,7.67,2.3,9.97,off-peak
2025-04-19,06:00-09:00,10.37,3.11,13.48,off-peak
2025-04-19,09:00-12:00,12.18,3.65,15.83,peak
2025-04-19,12:00-18:00,9.69,2.91,12.6,off-peak
2025-04-19,18:00-22:00,13.71,4.11,17.83,peak
2025-04-19,22:00-24:00,8.14,2.44,10.59,off-peak
2025-04-20,00:00-06:00,8.12,2.44,10.55,off-peak
2025-04-20,06:00-09:00,10.07,3.02,13.09,off-peak
2025-04-20,09:00-12:00,12.36,3.71,16.06,peak
2025-04-20,12:00-18:00,10.17,3.05,13.22,off-peak
2025-04-20,18:00-22:00,13.81,4.14,17.95,peak
2025-04-20,22:00-24:00,8.34,2.5,10.85,off-peak
2025-04-21,00:00-06:00,8.27,2.48,10.75,off-peak
2025-04-21,06:00-09:00,10.79,3.24,14.02,off-peak
2025-04-21,09:00-12:00,12.74,3.82,16.56,peak
2025-04-21,12:00-18:00,9.83,2.95,12.78,off-peak
2025-04-21,18:00-22:00,14.03,4.21,18.24,peak
2025-04-21,22:00-24:00,8.87,2.66,11.54,off-peak
2025-04-22,00:00-06:00,7.93,2.38,10.3,off-peak
2025-04-22,06:00-09:00,10.27,3.08,13.35,off-peak
2025-04-22,09:00-12:00,12.03,3.61,15.64,peak
2025-04-22,12:00-18:00,10.07,3.02,13.09,off-peak
2025-04-22,18:00-22:00,13.72,4.11,17.83,peak
2025-04-22,22:00-24:00,8.73,2.62,11.35,off-peak
2025-04-23,00:00-06:00,7.58,2.28,9.86,off-peak
2025-04-23,06:00-09:00,10.41,3.12,13.54,off-peak
2025-04-23,09:00-12:00,12.33,3.7,16.03,peak
2025-04-23,12:00-18:00,9.78,2.93,12.71,off-peak
2025-04-23,18:00-22:00,14.49,4.35,18.84,peak
2025-04-23,22:00-24:00,8.1,2.43,10.53,off-peak
2025-04-24,00:00-06:00,7.5,2.25,9.75,off-peak
2025-04-24,06:00-09:00,10.01,3.0,13.02,off-peak
2025-04-24,09:00-12:00,12.1,3.63,15.73,peak
2025-04-24,12:00-18:00,10.35,3.1,13.45,off-peak
2025-04-24,18:00-22:00,13.66,4.1,17.76,peak
2025-04-24,22:00-24:00,8.57,2.57,11.14,off-peak
2025-04-25,00:00-06:00,8.14,2.44,10.58,off-peak
2025-04-25,06:00-09:00,10.77,3.23,14.0,off-peak
2025-04-25,09:00-12:00,12.13,3.64,15.77,peak
2025-04-25,12:00-18:00,9.63,2.89,12.52,off-peak
2025-04-25,18:00-22:00,13.81,4.14,17.95,peak
2025-04-25,22:00-24:00,8.1,2.43,10.53,off-peak
2025-04-26,00:00-06:00,7.78,2.33,10.11,off-peak
2025-04-26,06:00-09:00,10.59,3.18,13.77,off-peak
2025-04-26,09:00-12:00,12.43,3.73,16.16,peak
2025-04-26,12:00-18:00,9.8,2.94,12.74,off-peak
2025-04-26,18:00-22:00,13.84,4.15,17.99,peak
2025-04-26,22:00-24:00,8.23,2.47,10.7,off-peak
2025-04-27,00:00-06:00,7.95,2.38,10.33,off-peak
2025-04-27,06:00-09:00,10.46,3.14,13.6,off-peak
2025-04-27,09:00-12:00,12.9,3.87,16.76,peak
2025-04-27,12:00-18:00,10.17,3.05,13.22,off-peak
2025-04-27,18:00-22:00,14.13,4.24,18.37,peak
2025-04-27,22:00-24:00,8.26,2.48,10.74,off-peak
2025-04-28,00:00-06:00,7.84,2.35,10.19,off-peak
2025-04-28,06:00-09:00,10.87,3.26,14.13,off-peak
2025-04-28,09:00-12:00,12.57,3.77,16.34,peak
2025-04-28,12:00-18:00,9.68,2.9,12.58,off-peak
2025-04-28,18:00-22:00,14.23,4.27,18.49,peak
2025-04-28,22:00-24:00,8.06,2.42,10.48,off-peak
2025-04-29,00:00-06:00,8.39,2.52,10.91,off-peak
2025-04-29,06:00-09:00,10.55,3.16,13.71,off-peak
2025-04-29,09:00-12:00,12.98,3.89,16.87,peak
2025-04-29,12:00-18:00,9.78,2.93,12.71,off-peak
2025-04-29,18:00-22:00,13.61,4.08,17.69,peak
2025-04-29,22:00-24:00,8.49,2.55,11.04,off-peak
2025-04-30,00:00-06:00,8.05,2.41,10.46,off-peak
2025-04-30,06:00-09:00,10.75,3.23,13.98,off-peak
2025-04-30,09:00-12:00,12.6,3.78,16.38,peak
2025-04-30,12:00-18:00,9.9,2.97,12.87,off-peak
2025-04-30,18:00-22:00,13.69,4.11,17.79,peak
2025-04-30,22:00-24:00,8.89,2.67,11.55,off-peak
2025-05-01,00:00-06:00,7.81,2.34,10.16,off-peak
2025-05-01,06:00-09:00,10.21,3.06,13.28,off-peak
2025-05-01,09:00-12:00,12.26,3.68,15.94,peak
2025-05-01,12:00-18:00,10.05,3.01,13.06,off-peak
2025-05-01,18:00-22:00,13.51,4.05,17.57,peak
2025-05-01,22:00-24:00,8.78,2.63,11.41,off-peak
2025-05-02,00:00-06:00,8.29,2.49,10.78,off-peak
2025-05-02,06:00-09:00,10.88,3.26,14.14,off-peak
2025-05-02,09:00-12:00,12.82,3.85,16.66,peak
2025-05-02,12:00-18:00,9.59,2.88,12.46,off-peak
2025-05-02,18:00-22:00,14.03,4.21,18.24,peak
2025-05-02,22:00-24:00,8.17,2.45,10.62,off-peak
2025-05-03,00:00-06:00,7.6,2.28,9.89,off-peak
2025-05-03,06:00-09:00,10.0,3.0,13.0,off-peak
2025-05-03,09:00-12:00,12.03,3.61,15.64,peak
2025-05-03,12:00-18:00,9.85,2.96,12.81,off-peak
2025-05-03,18:00-22:00,13.52,4.06,17.57,peak
2025-05-03,22:00-24:00,8.43,2.53,10.96,off-peak
2025-05-04,00:00-06:00,7.63,2.29,9.92,off-peak
2025-05-04,06:00-09:00,10.82,3.25,14.07,off-peak
2025-05-04,09:00-12:00,12.38,3.71,16.1,peak
2025-05-04,12:00-18:00,10.14,3.04,13.18,off-peak
2025-05-04,18:00-22:00,13.97,4.19,18.16,peak
2025-05-04,22:00-24:00,8.46,2.54,10.99,off-peak
2025-05-05,00:00-06:00,7.97,2.39,10.37,off-peak
2025-05-05,06:00-09:00,10.28,3.08,13.36,off-peak
2025-05-05,09:00-12:00,12.12,3.64,15.76,peak
2025-05-05,12:00-18:00,10.38,3.12,13.5,off-peak
2025-05-05,18:00-22:00,14.25,4.28,18.53,peak
2025-05-05,22:00-24:00,8.25,2.48,10.73,off-peak
2025-05-06,00:00-06:00,7.52,2.26,9.77,off-peak
2025-05-06,06:00-09:00,10.53,3.16,13.69,off-peak
2025-05-06,09:00-12:00,12.09,3.63,15.72,peak
2025-05-06,12:00-18:00,10.21,3.06,13.27,off-peak
2025-05-06,18:00-22:00,13.81,4.14,17.95,peak
2025-05-06,22:00-24:00,8.59,2.58,11.16,off-peak
2025-05-07,00:00-06:00,7.94,2.38,10.32,off-peak
2025-05-07,06:00-09:00,10.09,3.03,13.12,off-peak
2025-05-07,09:00-12:00,12.98,3.89,16.87,peak
2025-05-07,12:00-18:00,9.5,2.85,12.35,off-peak
2025-05-07,18:00-22:00,14.43,4.33,18.76,peak
2025-05-07,22:00-24:00,8.7,2.61,11.31,off-peak
2025-05-08,00:00-06:00,8.05,2.41,10.46,off-peak
2025-05-08,06:00-09:00,10.83,3.25,14.08,off-peak
2025-05-08,09:00-12:00,12.03,3.61,15.64,peak
2025-05-08,12:00-18:00,9.64,2.89,12.53,off-peak
2025-05-08,18:00-22:00,14.1,4.23,18.33,peak
2025-05-08,22:00-24:00,8.53,2.56,11.09,off-peak
2025-05-09,00:00-06:00,8.05,2.41,10.46,off-peak
2025-05-09,06:00-09:00,10.85,3.26,14.11,off-peak
2025-05-09,09:00-12:00,12.67,3.8,16.47,peak
2025-05-09,12:00-18:00,9.85,2.96,12.81,off-peak
2025-05-09,18:00-22:00,14.11,4.23,18.34,peak
2025-05-09,22:00-24:00,8.7,2.61,11.31,off-peak
2025-05-10,00:00-06:00,7.69,2.31,10.0,off-peak
2025-05-10,06:00-09:00,10.03,3.01,13.03,off-peak
2025-05-10,09:00-12:00,12.5,3.75,16.25,peak
2025-05-10,12:00-18:00,10.18,3.05,13.23,off-peak
2025-05-10,18:00-22:00,14.37,4.31,18.68,peak
2025-05-10,22:00-24:00,8.58,2.57,11.16,off-peak
2025-05-11,00:00-06:00,8.09,2.43,10.51,off-peak
2025-05-11,06:00-09:00,10.51,3.15,13.66,off-peak
2025-05-11,09:00-12:00,12.92,3.88,16.8,peak
2025-05-11,12:00-18:00,10.36,3.11,13.47,off-peak
2025-05-11,18:00-22:00,14.01,4.2,18.21,peak
2025-05-11,22:00-24:00,8.68,2.6,11.28,off-peak
2025-05-12,00:00-06:00,8.15,2.45,10.6,off-peak
2025-05-12,06:00-09:00,10.25,3.07,13.32,off-peak
2025-05-12,09:00-12:00,12.24,3.67,15.91,peak
2025-05-12,12:00-18:00,10.5,3.15,13.65,off-peak
2025-05-12,18:00-22:00,14.32,4.3,18.62,peak
2025-05-12,22:00-24:00,8.75,2.62,11.37,off-peak
2025-05-13,00:00-06:00,8.42,2.53,10.95,off-peak
2025-05-13,06:00-09:00,10.73,3.22,13.95,off-peak
2025-05-13,09:00-12:00,12.8,3.84,16.64,peak
2025-05-13,12:00-18:00,9.79,2.94,12.72,off-peak
2025-05-13,18:00-22:00,14.01,4.2,18.21,peak
2025-05-13,22:00-24:00,8.43,2.53,10.96,off-peak
2025-05-14,00:00-06:00,7.83,2.35,10.17,off-peak
2025-05-14,06:00-09:00,10.74,3.22,13.96,off-peak
2025-05-14,09:00-12:00,12.46,3.74,16.2,peak
2025-05-14,12:00-18:00,10.42,3.12,13.54,off-peak
2025-05-14,18:00-22:00,13.9,4.17,18.07,peak
2025-05-14,22:00-24:00,8.44,2.53,10.97,off-peak
2025-05-15,00:00-06:00,8.39,2.52,10.91,off-peak
2025-05-15,06:00-09:00,10.03,3.01,13.04,off-peak
2025-05-15,09:00-12:00,12.52,3.76,16.27,peak
2025-05-15,12:00-18:00,9.75,2.92,12.67,off-peak
2025-05-15,18:00-22:00,13.93,4.18,18.11,peak
2025-05-15,22:00-24:00,8.67,2.6,11.27,off-peak
2025-05-16,00:00-06:00,8.12,2.44,10.56,off-peak
2025-05-16,06:00-09:00,10.34,3.1,13.44,off-peak
2025-05-16,09:00-12:00,12.32,3.7,16.01,peak
2025-05-16,12:00-18:00,9.87,2.96,12.83,off-peak
2025-05-16,18:00-22:00,14.24,4.27,18.51,peak
2025-05-16,22:00-24:00,8.45,2.53,10.98,off-peak
2025-05-17,00:00-06:00,7.65,2.29,9.94,off-peak
2025-05-17,06:00-09:00,10.92,3.28,14.19,off-peak
2025-05-17,09:00-12:00,12.34,3.7,16.05,peak
2025-05-17,12:00-18:00,9.96,2.99,12.94,off-peak
2025-05-17,18:00-22:00,14.01,4.2,18.21,peak
2025-05-17,22:00-24:00,8.72,2.61,11.33,off-peak
2025-05-18,00:00-06:00,7.79,2.34,10.12,off-peak
2025-05-18,06:00-09:00,10.77,3.23,14.0,off-peak
2025-05-18,09:00-12:00,12.0,3.6,15.6,peak
2025-05-18,12:00-18:00,10.24,3.07,13.31,off-peak
2025-05-18,18:00-22:00,13.67,4.1,17.77,peak
2025-05-18,22:00-24:00,8.19,2.46,10.64,off-peak
2025-05-19,00:00-06:00,8.04,2.41,10.45,off-peak
2025-05-19,06:00-09:00,10.31,3.09,13.4,off-peak
2025-05-19,09:00-12:00,12.14,3.64,15.78,peak
2025-05-19,12:00-18:00,9.68,2.9,12.59,off-peak
2025-05-19,18:00-22:00,14.41,4.32,18.73,peak
2025-05-19,22:00-24:00,8.71,2.61,11.32,off-peak
2025-05-20,00:00-06:00,7.65,2.3,9.95,off-peak
2025-05-20,06:00-09:00,10.81,3.24,14.05,off-peak
2025-05-20,09:00-12:00,12.96,3.89,16.84,peak
2025-05-20,12:00-18:00,9.6,2.88,12.48,off-peak
2025-05-20,18:00-22:00,14.21,4.26,18.47,peak
2025-05-20,22:00-24:00,8.27,2.48,10.75,off-peak
2025-05-21,00:00-06:00,8.04,2.41,10.45,off-peak
2025-05-21,06:00-09:00,10.23,3.07,13.3,off-peak
2025-05-21,09:00-12:00,12.14,3.64,15.79,peak
2025-05-21,12:00-18:00,10.05,3.02,13.07,off-peak
2025-05-21,18:00-22:00,14.33,4.3,18.63,peak
2025-05-21,22:00-24:00,8.97,2.69,11.66,off-peak
2025-05-22,00:00-06:00,8.31,2.49,10.8,off-peak
2025-05-22,06:00-09:00,10.26,3.08,13.34,off-peak
2025-05-22,09:00-12:00,12.64,3.79,16.43,peak
2025-05-22,12:00-18:00,9.64,2.89,12.53,off-peak
2025-05-22,18:00-22:00,13.91,4.17,18.09,peak
2025-05-22,22:00-24:00,8.15,2.44,10.59,off-peak
2025-05-23,00:00-06:00,8.27,2.48,10.75,off-peak
2025-05-23,06:00-09:00,10.15,3.04,13.19,off-peak
2025-05-23,09:00-12:00,12.74,3.82,16.56,peak
2025-05-23,12:00-18:00,9.6,2.88,12.48,off-peak
2025-05-23,18:00-22:00,14.04,4.21,18.26,peak
2025-05-23,22:00-24:00,8.21,2.46,10.67,off-peak
2025-05-24,00:00-06:00,7.65,2.29,9.94,off-peak
2025-05-24,06:00-09:00,10.44,3.13,13.57,off-peak
2025-05-24,09:00-12:00,12.96,3.89,16.85,peak
2025-05-24,12:00-18:00,9.59,2.88,12.46,off-peak
2025-05-24,18:00-22:00,13.94,4.18,18.13,peak
2025-05-24,22:00-24:00,8.09,2.43,10.52,off-peak
2025-05-25,00:00-06:00,7.74,2.32,10.07,off-peak
2025-05-25,06:00-09:00,10.27,3.08,13.35,off-peak
2025-05-25,09:00-12:00,12.51,3.75,16.26,peak
2025-05-25,12:00-18:00,10.28,3.08,13.37,off-peak
2025-05-25,18:00-22:00,13.83,4.15,17.98,peak
2025-05-25,22:00-24:00,8.78,2.63,11.41,off-peak
2025-05-26,00:00-06:00,7.52,2.25,9.77,off-peak
2025-05-26,06:00-09:00,10.06,3.02,13.07,off-peak
2025-05-26,09:00-12:00,12.17,3.65,15.82,peak
2025-05-26,12:00-18:00,9.95,2.98,12.93,off-peak
2025-05-26,18:00-22:00,13.87,4.16,18.03,peak
2025-05-26,22:00-24:00,8.72,2.62,11.34,off-peak
2025-05-27,00:00-06:00,8.49,2.55,11.04,off-peak
2025-05-27,06:00-09:00,10.8,3.24,14.04,off-peak
2025-05-27,09:00-12:00,12.82,3.85,16.66,peak
2025-05-27,12:00-18:00,10.49,3.15,13.63,off-peak
2025-05-27,18:00-22:00,13.96,4.19,18.15,peak
2025-05-27,22:00-24:00,8.97,2.69,11.66,off-peak
2025-05-28,00:00-06:00,8.08,2.43,10.51,off-peak
2025-05-28,06:00-09:00,10.68,3.2,13.88,off-peak
2025-05-28,09:00-12:00,12.03,3.61,15.64,peak
2025-05-28,12:00-18:00,9.97,2.99,12.96,off-peak
2025-05-28,18:00-22:00,14.47,4.34,18.82,peak
2025-05-28,22:00-24:00,8.93,2.68,11.61,off-peak
2025-05-29,00:00-06:00,7.89,2.37,10.25,off-peak
