timestamp,day_of_week,hour_of_day,is_weekend,is_peak_hour,station_id,energy_demanded_kwh,charging_duration_minutes,wait_time_minutes,user_satisfaction
2025-12-08T04:03:00,0,4,0,0,36,67.31,168,12,4.312002709306219
2025-03-30T22:38:00,6,22,1,1,20,41.66,75,35,4.273642928568705
2025-02-15T15:45:00,5,15,1,0,16,14.2,176,27,4.851166018380543
2025-10-02T00:01:00,3,0,0,0,15,71.17,169,45,3.679385236959174
2025-05-21T00:04:00,2,0,0,0,26,27.49,140,13,3.6033244832622975
2025-08-27T18:48:00,2,18,0,1,30,37.32,31,27,4.5382154870145985
2025-10-23T16:20:00,3,16,0,0,23,35.62,140,33,3.233495805537591
2025-12-29T05:35:00,0,5,0,0,24,64.74,138,22,3.173497271002763
2025-09-06T12:36:00,5,12,1,1,6,57.1,41,40,3.3993394760812934
2025-05-05T14:25:00,0,14,0,0,8,60.78,121,5,3.970145818285391
2025-04-16T00:59:00,2,0,0,0,46,22.02,30,11,4.111741628397919
2025-02-08T06:10:00,5,6,1,0,36,19.69,52,12,4.049344613371245
2025-11-10T23:23:00,0,23,0,0,9,73.48,74,40,3.8141535587579605
2025-08-18T14:02:00,0,14,0,0,43,44.62,86,55,3.5353368743885953
2025-09-28T12:51:00,6,12,1,1,28,72.74,66,56,4.7179610942444405
2025-03-12T14:17:00,2,14,0,0,18,32.44,107,1,3.4787396726840925
2025-02-12T06:37:00,2,6,0,0,30,19.45,158,0,4.144567629084002
2025-09-14T18:01:00,6,18,1,1,21,62.25,168,23,3.1456905950903993
2025-10-05T19:17:00,6,19,1,1,1,19.12,116,23,4.615404738088114
2025-07-22T23:59:00,1,23,0,0,31,49.99,43,12,3.5064023267399533
2025-01-26T01:15:00,6,1,1,0,38,55.88,94,50,3.0352903203572117
2025-01-29T04:16:00,2,4,0,0,39,30.82,48,42,3.415580929409508
2025-05-18T09:13:00,6,9,1,1,12,57.39,113,31,4.123753912483027
2025-01-26T18:00:00,6,18,1,1,42,30.63,177,55,4.490795478283079
2025-11-04T08:21:00,1,8,0,0,34,69.59,148,8,3.53433052517598
2025-12-22T07:44:00,0,7,0,0,4,44.87,169,17,4.647488923824599
2025-10-26T06:08:00,6,6,1,0,6,16.25,145,46,3.461469180414108
2025-09-29T00:50:00,0,0,0,0,37,72.22,144,16,4.15014083817083
2025-08-02T07:32:00,5,7,1,0,2,66.51,39,59,3.447205096647342
2025-07-21T23:55:00,0,23,0,0,4,56.51,96,24,3.355759590921257
2025-09-10T23:01:00,2,23,0,0,48,21.98,47,34,4.72368764658966
2025-05-05T09:00:00,0,9,0,1,42,57.54,130,14,4.999503126858089
2025-11-21T08:57:00,4,8,0,0,22,46.28,90,55,3.0028566861583537
2025-10-08T08:05:00,2,8,0,0,34,79.94,79,48,4.196374999877057
2025-07-07T05:36:00,0,5,0,0,31,78.08,81,28,4.1195914443595285
2025-06-13T03:52:00,4,3,0,0,15,28.5,55,47,4.0226781795922655
2025-07-15T15:21:00,1,15,0,0,12,40.09,123,37,4.473589137420394
2025-01-29T17:09:00,2,17,0,0,42,19.68,20,38,4.104642994748556
2025-09-28T03:59:00,6,3,1,0,20,71.23,124,33,4.610186753599052
2025-02-02T01:38:00,6,1,1,0,10,31.25,84,12,3.6338260276370886
2025-03-21T14:48:00,4,14,0,0,28,77.31,128,42,3.296119518977659
2025-12-20T12:13:00,5,12,1,1,11,53.95,118,58,4.576799061889825
2025-03-22T14:08:00,5,14,1,0,10,67.7,78,49,4.547990174588018
2025-01-30T16:10:00,3,16,0,0,20,66.53,149,36,3.10942834966728
2025-12-22T21:57:00,0,21,0,1,25,51.83,53,42,4.540457531299746
2025-10-05T05:49:00,6,5,1,0,2,14.19,51,41,3.2488684158935106
2025-01-01T20:07:00,2,20,0,1,48,69.71,34,52,3.646388499714755
2025-11-26T13:04:00,2,13,0,0,50,37.32,142,10,3.3187897695428044
2025-10-03T19:20:00,4,19,0,1,18,21.69,93,33,3.1708169656165306
2025-07-20T13:50:00,6,13,1,0,31,39.14,87,5,3.14347068749485
2025-03-31T14:47:00,0,14,0,0,39,73.59,89,28,4.255917470685816
2025-06-02T07:10:00,0,7,0,0,7,15.03,41,24,4.915533316352445
2025-01-26T09:40:00,6,9,1,1,36,31.24,32,24,3.359302435910684
2025-05-24T08:27:00,5,8,1,0,13,45.22,50,20,3.6726161888274995
2025-11-11T08:47:00,1,8,0,0,2,22.64,141,27,3.059581008065244
2025-07-12T08:09:00,5,8,1,0,4,42.58,157,46,4.863462849507649
2025-02-07T11:44:00,4,11,0,1,17,20.46,94,40,4.801520324901465
2025-10-01T19:46:00,2,19,0,1,14,44.42,73,30,4.613415615490123
2025-06-19T17:29:00,3,17,0,0,25,26.08,38,7,3.0755690131913593
2025-08-11T02:02:00,0,2,0,0,44,13.66,164,13,4.702978363293093
2025-07-09T20:11:00,2,20,0,1,37,14.08,39,34,4.296909828362869
2025-04-20T10:51:00,6,10,1,1,8,57.06,121,46,4.6243591745855035
2025-02-17T15:26:00,0,15,0,0,21,69.54,87,10,3.079115013125226
2025-03-14T03:11:00,4,3,0,0,9,58.86,173,37,4.308155105911495
2025-02-08T18:23:00,5,18,1,1,19,41.2,96,57,4.13866926381445
2025-03-07T09:21:00,4,9,0,1,13,66.84,161,47,3.0939288448153346
2025-12-18T00:16:00,3,0,0,0,24,19.56,160,58,4.9467331323045745
2025-05-24T01:16:00,5,1,1,0,32,73.59,22,11,4.7750838154528275
2025-11-30T15:58:00,6,15,1,0,49,59.18,68,50,3.6380878597456148
2025-10-13T11:14:00,0,11,0,1,18,30.87,42,13,4.8056586140719295
2025-10-28T14:06:00,1,14,0,0,15,23.93,65,37,4.285255870421864
2025-09-06T21:43:00,5,21,1,1,11,21.72,71,53,3.2649379080357095
2025-12-05T01:21:00,4,1,0,0,20,60.48,44,45,3.6514044231554044
2025-11-09T22:04:00,6,22,1,1,25,66.34,135,14,3.6975224947921768
2025-05-11T05:53:00,6,5,1,0,14,72.74,124,17,4.823153774526105
2025-02-18T06:46:00,1,6,0,0,1,12.72,46,10,4.662491610179885
2025-03-12T18:56:00,2,18,0,1,29,34.23,130,36,3.2025522476620125
2025-06-07T19:36:00,5,19,1,1,3,11.08,60,38,4.213323059551735
2025-01-23T22:58:00,3,22,0,1,21,12.55,32,27,3.1466116362274397
2025-11-16T19:16:00,6,19,1,1,38,61.8,165,50,4.585324953503234
2025-06-17T22:44:00,1,22,0,1,15,12.8,129,3,3.766962245150085
2025-08-31T08:09:00,6,8,1,0,36,51.0,128,43,4.726860029043534
2025-07-09T17:29:00,2,17,0,0,44,20.76,82,19,3.5320427534576035
2025-10-08T10:08:00,2,10,0,1,50,75.29,108,34,4.459042843952877
2025-06-26T13:00:00,3,13,0,0,17,44.1,91,4,4.054510299901354
2025-05-27T22:08:00,1,22,0,1,30,18.38,52,1,3.493930824934125
2025-09-14T15:14:00,6,15,1,0,26,29.86,33,28,3.262029237300931
2025-07-02T14:18:00,2,14,0,0,8,44.83,46,9,3.3658458519241696
2025-11-24T22:03:00,0,22,0,1,14,15.21,125,28,3.365250260506202
2025-03-04T00:48:00,1,0,0,0,26,61.68,179,51,3.8655341634163873
2025-07-13T18:23:00,6,18,1,1,45,55.78,34,9,3.171588569798979
2025-03-14T19:27:00,4,19,0,1,1,18.9,157,36,4.671143410181298
2025-07-29T14:37:00,1,14,0,0,39,72.28,123,11,3.402798205587775
2025-11-26T21:19:00,2,21,0,1,15,14.69,77,40,3.4894901592738545
2025-09-10T06:27:00,2,6,0,0,30,24.84,86,49,4.376802581418714
2025-08-01T19:36:00,4,19,0,1,12,66.31,156,38,4.385145600155163
2025-04-02T22:44:00,2,22,0,1,40,47.38,171,50,3.8200475734834862
2025-08-10T00:15:00,6,0,1,0,22,29.47,81,49,4.890244897489774
2025-11-23T17:25:00,6,17,1,0,8,56.99,122,22,3.9728847742837488
2025-08-22T10:56:00,4,10,0,1,45,53.84,90,8,3.252566945169138
2025-05-11T02:32:00,6,2,1,0,21,64.23,53,31,4.247919018864028
2025-09-28T23:31:00,6,23,1,0,6,45.4,116,31,4.539947236413202
2025-08-13T20:53:00,2,20,0,1,34,28.92,97,18,4.036647846079647
2025-09-28T05:51:00,6,5,1,0,9,50.67,117,37,3.8218658099255167
2025-04-02T22:50:00,2,22,0,1,9,52.77,72,55,3.2640703537799913
2025-03-19T23:12:00,2,23,0,0,43,72.08,38,20,4.499451493567086
2025-07-30T23:25:00,2,23,0,0,45,79.42,139,17,3.421056976881226
2025-09-30T03:43:00,1,3,0,0,45,64.61,112,3,3.4562007558047703
2025-11-19T14:01:00,2,14,0,0,25,45.14,45,7,4.119781063691571
2025-03-30T17:53:00,6,17,1,0,1,22.35,122,2,4.083520639882031
2025-10-24T04:50:00,4,4,0,0,15,75.27,133,18,3.7380354648223455
2025-12-25T09:37:00,3,9,0,1,14,74.06,102,29,3.981388691853968
2025-08-11T06:18:00,0,6,0,0,31,39.42,42,47,3.142516665296456
2025-01-06T05:40:00,0,5,0,0,36,17.25,88,56,3.2023276230350826
2025-11-23T14:56:00,6,14,1,0,15,27.13,158,59,3.604553400992897
2025-12-08T23:28:00,0,23,0,0,9,48.25,132,45,3.686347714414567
2025-02-12T15:32:00,2,15,0,0,29,63.53,29,8,4.77521665898791
2025-06-05T02:53:00,3,2,0,0,14,56.33,162,1,4.63885570734073
2025-11-16T15:06:00,6,15,1,0,36,47.24,174,36,3.094122395753895
2025-04-01T06:14:00,1,6,0,0,26,21.84,23,28,3.8804434525123304
2025-08-23T17:45:00,5,17,1,0,22,53.99,81,16,3.1010149416645643
2025-04-21T15:20:00,0,15,0,0,13,65.0,89,0,4.339906981718436
2025-07-24T21:55:00,3,21,0,1,31,15.55,110,49,3.8959073943623714
2025-05-08T14:57:00,3,14,0,0,5,18.83,51,33,3.2949052009498025
2025-02-17T09:49:00,0,9,0,1,17,31.1,79,12,4.516769543179835
2025-08-27T00:37:00,2,0,0,0,25,13.75,78,27,4.245098792426227
2025-10-24T16:47:00,4,16,0,0,8,76.49,75,0,3.6820403445120675
2025-08-04T05:24:00,0,5,0,0,1,44.49,179,41,4.956530927058948
2025-02-18T18:59:00,1,18,0,1,43,35.49,21,8,3.25807281777885
2025-03-02T16:48:00,6,16,1,0,12,15.04,150,42,3.595141432881631
2025-06-27T04:45:00,4,4,0,0,42,46.86,99,10,3.725166425189354
2025-08-18T23:53:00,0,23,0,0,16,55.84,84,23,4.89783243637743
2025-08-02T11:16:00,5,11,1,1,25,38.19,34,29,4.626813787129359
2025-08-02T09:57:00,5,9,1,1,31,23.24,65,30,3.4304876410019074
2025-08-25T02:52:00,0,2,0,0,46,79.49,99,6,4.843974951930345
2025-11-04T22:24:00,1,22,0,1,31,19.99,55,53,4.387726684656789
2025-01-17T12:10:00,4,12,0,1,30,18.6,169,52,4.413285043497868
2025-04-25T04:45:00,4,4,0,0,49,10.95,99,15,4.96982953203381
2025-08-16T18:57:00,5,18,1,1,17,76.2,169,54,4.750726479801521
2025-06-05T00:43:00,3,0,0,0,36,37.31,85,16,4.463359197574963
2025-03-26T08:12:00,2,8,0,0,11,23.24,163,58,4.348373897659227
2025-12-30T07:42:00,1,7,0,0,42,30.88,100,38,3.3272168416874246
2025-06-07T19:12:00,5,19,1,1,19,57.84,73,39,4.555889054940642
2025-03-02T22:01:00,6,22,1,1,50,53.33,50,32,4.789738401411039
2025-01-11T00:06:00,5,0,1,0,31,11.73,145,45,4.073156380057241
2025-04-17T15:18:00,3,15,0,0,17,72.65,153,42,3.4998034432737795
2025-02-19T16:30:00,2,16,0,0,12,50.07,137,4,4.170155632746432
2025-02-28T03:02:00,4,3,0,0,24,22.3,164,38,3.8483701114919526
2025-11-07T12:11:00,4,12,0,1,1,67.76,40,51,4.086811704396528
2025-03-08T16:43:00,5,16,1,0,32,59.99,88,3,3.7807528920939077
2025-04-26T18:52:00,5,18,1,1,4,46.9,127,2,3.1102192798813335
2025-07-03T22:17:00,3,22,0,1,1,42.21,78,43,4.685899986278214
2025-03-08T04:18:00,5,4,1,0,29,10.38,119,28,4.278525766362725
2025-08-29T13:49:00,4,13,0,0,27,76.89,150,22,4.114849489340284
2025-05-31T03:20:00,5,3,1,0,37,18.14,45,40,3.917299796162152
2025-10-21T23:10:00,1,23,0,0,41,16.58,79,2,3.8094117486583405
2025-03-02T21:18:00,6,21,1,1,46,43.56,97,48,4.827629045249888
2025-05-22T11:15:00,3,11,0,1,33,36.85,159,54,4.666012430402172
2025-06-10T04:05:00,1,4,0,0,31,70.96,131,45,4.397667340892066
2025-02-21T09:23:00,4,9,0,1,10,48.09,96,2,3.1901872954214587
2025-02-21T01:48:00,4,1,0,0,28,15.67,128,31,3.499249408821167
2025-09-05T04:55:00,4,4,0,0,3,71.86,90,23,4.717484793026616
2025-07-08T22:29:00,1,22,0,1,18,24.89,72,6,4.007239875947203
2025-04-23T07:14:00,2,7,0,0,4,68.3,140,4,4.5847815507176275
2025-05-02T00:03:00,4,0,0,0,39,32.89,52,7,4.673855665689247
2025-06-22T22:55:00,6,22,1,1,26,52.66,81,30,3.570488684613533
2025-01-12T00:41:00,6,0,1,0,9,13.95,134,25,4.011618445184659
2025-06-28T15:23:00,5,15,1,0,50,34.84,150,33,4.170750845581913
2025-05-21T01:06:00,2,1,0,0,48,15.93,166,24,3.449164765307802
2025-07-22T00:31:00,1,0,0,0,21,65.23,91,41,4.661534777189521
2025-10-08T00:01:00,2,0,0,0,19,51.36,89,16,4.559063363647866
2025-07-15T19:02:00,1,19,0,1,23,76.2,173,55,4.323939678901269
2025-09-21T16:30:00,6,16,1,0,37,41.47,174,44,3.4660892565337447
2025-05-08T23:45:00,3,23,0,0,35,54.16,90,32,3.5853428915188483
2025-09-25T10:23:00,3,10,0,1,8,13.86,105,33,3.734339251390045
2025-07-03T13:32:00,3,13,0,0,10,30.86,83,3,4.161593659706951
2025-05-05T10:15:00,0,10,0,1,33,57.02,168,21,3.002568851053603
2025-10-10T16:43:00,4,16,0,0,45,39.22,165,58,4.216700093063357
2025-07-23T05:40:00,2,5,0,0,5,60.74,37,48,3.235114498241873
2025-12-05T21:07:00,4,21,0,1,3,26.19,88,54,4.33603890502512
2025-12-04T17:52:00,3,17,0,0,31,73.28,165,56,4.69528065901851
2025-12-02T14:37:00,1,14,0,0,41,24.78,82,47,4.803832215675765
2025-02-07T21:58:00,4,21,0,1,16,41.39,163,11,4.488838507626652
2025-03-05T12:07:00,2,12,0,1,5,16.46,22,34,3.694575332305349
2025-08-02T17:55:00,5,17,1,0,44,20.19,48,38,4.153766549953891
2025-06-22T16:55:00,6,16,1,0,34,72.05,161,2,3.08769370499326
2025-04-04T17:44:00,4,17,0,0,23,48.99,157,24,4.948698913048061
2025-02-10T01:54:00,0,1,0,0,37,21.53,137,35,3.967044134729943
2025-09-15T23:49:00,0,23,0,0,22,49.85,155,58,4.615876060028567
2025-09-25T03:52:00,3,3,0,0,13,60.49,60,58,4.6998749828094475
2025-08-04T04:04:00,0,4,0,0,17,32.16,25,24,3.0628919101178953
2025-08-01T01:09:00,4,1,0,0,16,39.06,96,12,3.349221833964524
2025-02-16T13:07:00,6,13,1,0,43,79.04,173,9,4.498630710284869
2025-06-06T04:12:00,4,4,0,0,1,13.74,150,2,4.059751251036412
2025-06-12T14:39:00,3,14,0,0,3,16.56,122,17,4.494449290177174
2025-11-12T05:39:00,2,5,0,0,1,49.87,140,30,3.513323379791829
2025-10-19T10:14:00,6,10,1,1,33,57.47,134,44,4.379068417810831
2025-06-13T00:19:00,4,0,0,0,13,79.77,97,26,4.1207979076398855
2025-04-14T03:38:00,0,3,0,0,19,48.79,151,29,4.07475838088771
2025-08-11T08:52:00,0,8,0,0,13,35.67,79,45,3.894545936314244
2025-04-22T04:22:00,1,4,0,0,27,58.67,128,12,3.109369241506731
2025-05-04T18:00:00,6,18,1,1,40,17.67,131,28,4.856671544011244
2025-02-07T15:54:00,4,15,0,0,11,59.53,126,59,4.054912927443464
2025-11-20T10:07:00,3,10,0,1,9,66.71,99,30,4.267699637470648
2025-03-31T18:27:00,0,18,0,1,8,15.51,131,43,3.3278634419064055
2025-08-11T23:50:00,0,23,0,0,32,36.42,44,51,4.483275637235241
2025-03-07T09:00:00,4,9,0,1,36,21.08,156,35,3.2563761456209237
2025-10-21T00:41:00,1,0,0,0,46,28.34,37,5,4.118950518912692
2025-03-21T14:47:00,4,14,0,0,8,50.4,62,59,4.73338269679879
2025-07-18T16:49:00,4,16,0,0,32,65.16,32,46,3.6774998084290145
2025-01-29T21:00:00,2,21,0,1,29,32.71,120,6,4.499198882241524
2025-06-22T12:09:00,6,12,1,1,2,54.27,44,43,3.0260204268517454
2025-02-09T06:45:00,6,6,1,0,23,33.94,105,12,3.0487819862201935
2025-09-14T18:59:00,6,18,1,1,33,40.02,22,26,4.454262393763855
2025-08-15T05:05:00,4,5,0,0,44,23.06,163,23,3.907737239991872
2025-08-22T12:46:00,4,12,0,1,12,36.69,178,27,3.495234174349437
2025-01-18T11:26:00,5,11,1,1,35,26.75,134,59,3.9623763029502053
2025-08-05T23:30:00,1,23,0,0,37,51.07,149,32,4.306579081802726
2025-08-23T10:31:00,5,10,1,1,18,36.68,90,41,4.113464615518436
2025-12-16T11:34:00,1,11,0,1,11,33.52,140,3,3.190113073665129
2025-06-09T19:49:00,0,19,0,1,31,24.43,20,2,4.211398480919751
2025-03-03T16:13:00,0,16,0,0,41,49.78,32,34,3.2634875992639283
2025-04-21T12:50:00,0,12,0,1,16,12.33,64,35,3.2367244557025963
2025-10-25T08:06:00,5,8,1,0,15,68.56,131,54,3.462697426400301
2025-12-27T10:42:00,5,10,1,1,31,23.87,144,55,4.254516801271956
2025-05-14T11:09:00,2,11,0,1,50,34.21,146,8,3.016902992124921
2025-09-21T10:06:00,6,10,1,1,41,33.01,164,1,4.742529370540314
2025-08-09T17:47:00,5,17,1,0,22,55.31,153,37,4.493341929573274
2025-01-17T23:27:00,4,23,0,0,35,17.33,163,14,3.7881672970200637
2025-04-11T15:47:00,4,15,0,0,49,45.25,135,44,3.981227151796398
2025-10-11T06:37:00,5,6,1,0,9,37.94,40,51,3.815925204411453
2025-04-07T18:18:00,0,18,0,1,23,66.22,112,23,3.584606093109675
2025-08-03T14:15:00,6,14,1,0,43,56.84,158,2,3.864426375170047
2025-05-15T00:48:00,3,0,0,0,32,63.83,45,22,3.945651249792605
2025-12-15T19:37:00,0,19,0,1,33,40.54,114,31,3.075104640120091
2025-02-20T16:35:00,3,16,0,0,3,69.73,174,52,4.5450451835250885
2025-05-22T03:04:00,3,3,0,0,23,51.77,139,14,3.525017208533088
2025-01-19T12:28:00,6,12,1,1,6,72.22,43,22,4.126511687651367
2025-07-01T08:40:00,1,8,0,0,49,20.16,177,43,4.457741018977192
2025-11-07T18:28:00,4,18,0,1,2,76.51,154,25,4.206027726729176
2025-02-07T02:37:00,4,2,0,0,16,56.85,111,6,3.3006212449679375
2025-09-07T06:35:00,6,6,1,0,29,28.29,87,28,3.257031336888233
2025-02-24T18:25:00,0,18,0,1,37,78.79,134,52,3.3232753875691836
2025-09-08T10:06:00,0,10,0,1,49,74.52,60,41,3.5410435603436934
2025-05-07T04:28:00,2,4,0,0,35,58.18,27,31,3.8773433936060977
2025-09-26T02:53:00,4,2,0,0,8,68.7,60,29,3.4568517046168403
2025-07-23T10:01:00,2,10,0,1,50,18.18,150,15,3.5191008665461654
2025-12-09T17:19:00,1,17,0,0,25,60.42,125,10,3.1915083973267153
2025-06-03T23:56:00,1,23,0,0,23,35.46,67,19,3.514730916803268
2025-03-29T01:56:00,5,1,1,0,14,41.37,160,35,3.4424756396133676
2025-05-08T22:07:00,3,22,0,1,2,66.23,157,43,4.788182738515691
2025-07-21T22:02:00,0,22,0,1,32,66.09,48,40,3.46016898371495
2025-06-11T04:19:00,2,4,0,0,8,67.52,158,43,4.284419274005395
2025-09-06T20:45:00,5,20,1,1,3,29.0,130,37,3.6929385741573344
2025-01-12T06:16:00,6,6,1,0,1,28.78,133,25,4.4101265684107585
2025-02-02T04:46:00,6,4,1,0,31,12.18,95,58,3.878082977642296
2025-03-24T11:12:00,0,11,0,1,28,37.83,89,7,3.46896801356634
2025-03-27T06:22:00,3,6,0,0,4,28.0,145,46,3.3395169964142717
2025-04-15T01:58:00,1,1,0,0,7,33.34,164,19,4.141329157961578
2025-12-20T10:33:00,5,10,1,1,33,61.29,144,22,3.5649974532419293
2025-07-05T01:59:00,5,1,1,0,15,47.3,61,28,4.902885277774664
2025-01-17T08:49:00,4,8,0,0,36,72.51,55,47,4.060946374395584
2025-04-05T05:09:00,5,5,1,0,16,71.9,169,12,3.886640641545397
2025-09-11T05:25:00,3,5,0,0,11,32.41,22,51,3.8184509603835917
2025-07-07T00:51:00,0,0,0,0,43,66.51,95,13,3.772311837187642
2025-08-23T03:27:00,5,3,1,0,7,77.36,76,57,3.394947167371366
2025-12-12T20:49:00,4,20,0,1,14,18.78,61,16,3.9654567749535667
2025-11-20T18:01:00,3,18,0,1,39,31.89,166,15,4.189906977561622
2025-04-22T17:22:00,1,17,0,0,21,18.26,124,3,3.5665930559954044
2025-05-03T03:50:00,5,3,1,0,34,64.49,21,37,4.941809422899739
2025-07-16T19:21:00,2,19,0,1,5,31.74,28,28,4.0779617489002415
2025-05-18T15:41:00,6,15,1,0,42,38.19,29,5,4.102282672389467
2025-07-10T23:58:00,3,23,0,0,47,27.66,70,49,4.647603499841075
2025-12-26T15:31:00,4,15,0,0,35,59.84,89,42,4.355789836992176
2025-02-28T20:18:00,4,20,0,1,34,44.4,132,40,4.875483309869644
2025-08-10T06:53:00,6,6,1,0,31,57.99,118,28,3.3895876052878533
2025-03-09T17:25:00,6,17,1,0,40,26.82,138,59,4.8194536758683935
2025-05-09T07:32:00,4,7,0,0,43,12.82,44,46,3.0135763480471796
2025-09-06T10:18:00,5,10,1,1,29,79.71,75,11,3.2985360253384943
2025-03-12T16:57:00,2,16,0,0,10,11.38,89,16,4.390392919406422
2025-07-29T16:53:00,1,16,0,0,16,63.04,176,31,4.154399492845123
2025-09-24T05:58:00,2,5,0,0,35,75.16,32,9,4.328148242399668
2025-01-01T01:38:00,2,1,0,0,10,66.76,26,55,4.85309556150195
2025-09-09T11:16:00,1,11,0,1,48,45.46,131,18,3.6267353889145566
2025-09-25T20:41:00,3,20,0,1,34,16.83,54,14,3.6997909272947975
2025-08-15T09:58:00,4,9,0,1,15,51.25,153,51,3.405987118382394
2025-05-29T06:56:00,3,6,0,0,29,17.77,115,31,3.5065056339314324
2025-03-10T03:21:00,0,3,0,0,18,10.37,133,55,3.048853765881266
2025-11-14T21:14:00,4,21,0,1,5,35.19,56,36,3.081191970604747
2025-10-18T19:22:00,5,19,1,1,28,78.5,37,57,4.245482552754956
2025-06-03T15:39:00,1,15,0,0,17,78.67,76,7,4.587074804457662
2025-02-25T11:47:00,1,11,0,1,31,67.18,93,38,4.209603523687928
2025-12-23T15:40:00,1,15,0,0,7,14.39,141,13,3.9895084808714074
2025-01-29T09:28:00,2,9,0,1,9,55.45,93,18,3.067299446798053
2025-09-30T08:44:00,1,8,0,0,33,22.55,28,6,4.747111152454178
2025-08-19T05:49:00,1,5,0,0,11,18.93,80,57,4.34455765894816
2025-09-12T20:09:00,4,20,0,1,20,58.52,111,23,3.3787217515837256
2025-09-10T11:57:00,2,11,0,1,35,76.93,73,1,3.4155412588794567
2025-10-28T06:41:00,1,6,0,0,9,45.96,105,46,3.2493948942472066
2025-09-14T11:21:00,6,11,1,1,38,79.52,178,50,4.017077782995416
2025-06-19T17:25:00,3,17,0,0,13,70.22,86,57,4.859717001001122
2025-11-07T11:26:00,4,11,0,1,39,22.93,43,7,4.087079293150151
2025-04-04T20:18:00,4,20,0,1,16,59.3,168,35,4.807235739597421
2025-03-03T05:04:00,0,5,0,0,14,18.87,23,7,3.3399796260352748
2025-01-17T17:20:00,4,17,0,0,26,67.51,136,32,4.50597238607837
2025-02-16T05:43:00,6,5,1,0,8,42.75,127,52,4.660065367256149
2025-06-20T19:08:00,4,19,0,1,10,48.39,31,5,3.696053926377439
2025-02-10T20:28:00,0,20,0,1,6,46.95,43,24,3.72354001154596
2025-03-21T05:36:00,4,5,0,0,21,59.27,111,37,4.935724702326426
2025-12-03T13:06:00,2,13,0,0,22,14.4,71,30,3.793778786178079
2025-07-26T17:34:00,5,17,1,0,50,37.17,61,10,3.4536742046509903
2025-08-15T06:07:00,4,6,0,0,18,32.68,134,22,4.705077481711934
2025-08-10T21:43:00,6,21,1,1,28,33.33,44,43,3.180391400400489
2025-05-15T12:05:00,3,12,0,1,24,77.15,134,8,3.1290717676893527
2025-06-13T05:39:00,4,5,0,0,29,70.09,88,52,3.634001939468608
2025-02-14T13:38:00,4,13,0,0,29,24.65,154,36,3.4830124537121225
2025-02-07T00:03:00,4,0,0,0,44,34.52,79,25,3.0959154648739755
2025-09-09T07:42:00,1,7,0,0,16,62.21,161,59,3.45612363380004
2025-04-21T05:58:00,0,5,0,0,36,28.78,142,4,3.0031588421558237
2025-07-27T00:12:00,6,0,1,0,11,13.24,172,39,3.9944048071131064
2025-01-28T13:44:00,1,13,0,0,3,33.37,81,26,3.413674221233217
2025-04-15T09:43:00,1,9,0,1,46,28.29,161,7,3.6194563674550637
2025-03-21T17:06:00,4,17,0,0,15,18.05,146,50,3.883094577759661
2025-02-25T14:56:00,1,14,0,0,35,69.04,163,7,4.485797628196864
2025-06-22T07:48:00,6,7,1,0,14,79.69,72,38,3.61769454956324
2025-06-24T15:50:00,1,15,0,0,6,16.69,63,17,3.111499196940656
2025-10-28T07:58:00,1,7,0,0,29,57.4,41,32,4.563905233944304
2025-10-30T21:44:00,3,21,0,1,13,17.73,43,14,3.6330035585252407
2025-12-13T11:36:00,5,11,1,1,7,63.48,141,11,3.1728492648944746
2025-03-02T07:16:00,6,7,1,0,40,75.88,145,26,3.5751000788508867
2025-06-11T03:23:00,2,3,0,0,21,19.75,22,43,4.1082574324209125
2025-04-05T21:15:00,5,21,1,1,10,56.56,142,58,4.573937296873485
2025-09-30T20:59:00,1,20,0,1,22,77.77,100,20,4.768150592620369
2025-05-19T23:06:00,0,23,0,0,42,13.39,67,56,3.9667841333642526
2025-04-09T19:14:00,2,19,0,1,5,21.39,95,54,3.3135258951985893
2025-05-14T06:25:00,2,6,0,0,42,11.58,23,20,4.360092112748539
2025-01-25T06:14:00,5,6,1,0,35,48.99,56,56,3.304349203763836
2025-04-02T13:03:00,2,13,0,0,20,61.39,116,23,4.633915374788525
2025-10-13T23:42:00,0,23,0,0,40,37.86,57,15,4.606091049351759
2025-08-09T11:47:00,5,11,1,1,15,77.17,126,48,3.8263889576055954
2025-01-14T09:43:00,1,9,0,1,16,14.7,82,3,4.54406357194471
2025-04-03T08:52:00,3,8,0,0,9,55.93,139,51,3.9705614342203965
2025-05-15T20:41:00,3,20,0,1,4,72.99,99,40,3.7755286570594997
2025-09-12T01:45:00,4,1,0,0,3,79.95,62,52,3.3456401029129044
2025-07-31T17:18:00,3,17,0,0,3,71.95,68,16,3.940648095874413
2025-10-17T08:40:00,4,8,0,0,5,47.65,22,18,3.290065467499777
2025-04-12T03:23:00,5,3,1,0,31,55.88,64,58,4.855034031415649
2025-07-12T08:16:00,5,8,1,0,1,55.88,45,52,4.428306292784348
2025-10-06T09:07:00,0,9,0,1,44,44.14,169,14,3.1590394265929973
2025-07-03T09:19:00,3,9,0,1,41,39.27,72,52,4.986327477866957
2025-11-10T18:13:00,0,18,0,1,8,78.68,173,26,4.0229620935767665
2025-06-23T20:00:00,0,20,0,1,43,50.77,22,50,4.272857487505698
2025-03-01T01:31:00,5,1,1,0,29,34.18,173,38,3.86098716686302
2025-09-03T14:41:00,2,14,0,0,22,72.62,147,44,3.5783863039317394
